0 0.7071 0 -0.7071 0 0.0873 0.0017 0
0.2 0.70719 0.006174 -0.70695 0.0061719 0.087301 0.0016734 -2.9194e-05
0.4 0.70723 0.01235 -0.70676 0.012341 0.087301 0.0016464 -5.7995e-05
0.6 0.70721 0.018526 -0.70651 0.018508 0.087302 0.0016189 -8.6395e-05
0.8 0.70713 0.024704 -0.7062 0.024671 0.087302 0.0015909 -0.00011439
1 0.707 0.030881 -0.70585 0.03083 0.087303 0.0015626 -0.00014197
1.2 0.70682 0.037059 -0.70544 0.036985 0.087304 0.0015338 -0.00016913
1.4 0.70657 0.043235 -0.70499 0.043135 0.087304 0.0015045 -0.00019587
1.6 0.70628 0.049411 -0.70448 0.04928 0.087305 0.0014749 -0.00022218
1.8 0.70592 0.055584 -0.70391 0.055419 0.087305 0.0014448 -0.00024805
2 0.70551 0.061755 -0.7033 0.061552 0.087306 0.0014143 -0.00027347
2.2 0.70505 0.067924 -0.70264 0.067678 0.087307 0.0013835 -0.00029845
2.4 0.70452 0.07409 -0.70192 0.073797 0.087307 0.0013522 -0.00032297
2.6 0.70395 0.080251 -0.70115 0.079909 0.087308 0.0013206 -0.00034703
2.8 0.70331 0.086409 -0.70033 0.086012 0.087308 0.0012885 -0.00037063
3 0.70262 0.092562 -0.69946 0.092108 0.087309 0.0012562 -0.00039375
3.2 0.70188 0.09871 -0.69854 0.098194 0.087309 0.0012234 -0.0004164
3.4 0.70108 0.10485 -0.69757 0.10427 0.08731 0.0011903 -0.00043857
3.6 0.70022 0.11099 -0.69654 0.11034 0.08731 0.0011568 -0.00046025
3.8 0.69931 0.11712 -0.69547 0.1164 0.08731 0.001123 -0.00048144
4 0.69835 0.12324 -0.69434 0.12244 0.087311 0.0010889 -0.00050213
4.2 0.69732 0.12936 -0.69317 0.12848 0.087311 0.0010545 -0.00052232
4.4 0.69625 0.13546 -0.69194 0.1345 0.087312 0.0010197 -0.000542
4.6 0.69511 0.14156 -0.69066 0.14051 0.087312 0.00098464 -0.00056117
4.8 0.69393 0.14765 -0.68933 0.14651 0.087313 0.00094927 -0.00057983
5 0.69268 0.15373 -0.68795 0.1525 0.087313 0.00091361 -0.00059797
5.2 0.69139 0.1598 -0.68653 0.15847 0.087313 0.00087766 -0.00061559
5.4 0.69003 0.16586 -0.68505 0.16443 0.087314 0.00084144 -0.00063268
5.6 0.68863 0.17191 -0.68352 0.17037 0.087314 0.00080495 -0.00064923
5.8 0.68716 0.17795 -0.68194 0.1763 0.087314 0.00076821 -0.00066526
6 0.68565 0.18397 -0.68031 0.18222 0.087315 0.00073121 -0.00068074
6.2 0.68408 0.18999 -0.67863 0.18812 0.087315 0.00069397 -0.00069568
6.4 0.68245 0.19599 -0.6769 0.194 0.087315 0.00065649 -0.00071008
6.6 0.68077 0.20197 -0.67513 0.19986 0.087315 0.0006188 -0.00072393
6.8 0.67904 0.20795 -0.6733 0.20571 0.087316 0.00058088 -0.00073722
7 0.67725 0.21391 -0.67142 0.21155 0.087316 0.00054276 -0.00074996
7.2 0.6754 0.21985 -0.6695 0.21736 0.087316 0.00050444 -0.00076214
7.4 0.67351 0.22578 -0.66753 0.22316 0.087316 0.00046593 -0.00077376
7.6 0.67156 0.2317 -0.6655 0.22894 0.087317 0.00042723 -0.00078482
7.8 0.66955 0.23759 -0.66343 0.23469 0.087317 0.00038837 -0.00079531
8 0.6675 0.24348 -0.66132 0.24043 0.087317 0.00034934 -0.00080524
8.2 0.66539 0.24934 -0.65915 0.24615 0.087317 0.00031016 -0.00081459
8.4 0.66322 0.25519 -0.65694 0.25185 0.087317 0.00027083 -0.00082337
8.6 0.66101 0.26102 -0.65467 0.25753 0.087317 0.00023136 -0.00083157
8.8 0.65874 0.26683 -0.65236 0.26319 0.087317 0.00019177 -0.0008392
9 0.65642 0.27262 -0.65001 0.26882 0.087317 0.00015206 -0.00084625
9.2 0.65404 0.27839 -0.6476 0.27443 0.087318 0.00011224 -0.00085272
9.4 0.65162 0.28415 -0.64515 0.28002 0.087318 7.2314e-05 -0.00085861
9.6 0.64914 0.28988 -0.64266 0.28559 0.087318 3.2301e-05 -0.00086392
9.8 0.64661 0.29559 -0.64011 0.29114 0.087318 -7.794e-06 -0.00086864
10 0.64403 0.30128 -0.63752 0.29666 0.087318 -4.7962e-05 -0.00087277
10.2 0.64139 0.30695 -0.63488 0.30216 0.087318 -8.8194e-05 -0.00087632
10.4 0.63871 0.3126 -0.6322 0.30763 0.087318 -0.00012848 -0.00087929
10.6 0.63597 0.31823 -0.62947 0.31308 0.087317 -0.00016881 -0.00088166
10.8 0.63318 0.32383 -0.6267 0.3185 0.087317 -0.00020918 -0.00088345
11 0.63035 0.32941 -0.62388 0.32389 0.087317 -0.00024957 -0.00088465
11.2 0.62746 0.33496 -0.62102 0.32926 0.087317 -0.00028999 -0.00088526
11.4 0.62452 0.34049 -0.61811 0.33461 0.087317 -0.00033041 -0.00088528
11.6 0.62153 0.346 -0.61515 0.33993 0.087317 -0.00037083 -0.00088471
11.8 0.61849 0.35148 -0.61216 0.34522 0.087317 -0.00041124 -0.00088355
12 0.6154 0.35694 -0.60911 0.35048 0.087317 -0.00045163 -0.00088181
12.2 0.61227 0.36237 -0.60603 0.35571 0.087316 -0.00049199 -0.00087947
12.4 0.60908 0.36777 -0.6029 0.36092 0.087316 -0.00053231 -0.00087655
12.6 0.60584 0.37315 -0.59973 0.36609 0.087316 -0.00057259 -0.00087304
12.8 0.60256 0.3785 -0.59651 0.37124 0.087316 -0.00061281 -0.00086895
13 0.59922 0.38382 -0.59325 0.37636 0.087316 -0.00065297 -0.00086427
13.2 0.59584 0.38911 -0.58995 0.38145 0.087315 -0.00069305 -0.000859
13.4 0.59241 0.39438 -0.58661 0.38651 0.087315 -0.00073304 -0.00085316
13.6 0.58894 0.39962 -0.58322 0.39153 0.087315 -0.00077295 -0.00084673
13.8 0.58541 0.40482 -0.57979 0.39653 0.087314 -0.00081275 -0.00083972
14 0.58184 0.41 -0.57632 0.40149 0.087314 -0.00085244 -0.00083213
14.2 0.57822 0.41515 -0.57281 0.40643 0.087314 -0.00089201 -0.00082397
14.4 0.57455 0.42026 -0.56926 0.41133 0.087313 -0.00093145 -0.00081523
14.6 0.57084 0.42535 -0.56567 0.41619 0.087313 -0.00097075 -0.00080592
14.8 0.56708 0.4304 -0.56203 0.42103 0.087312 -0.0010099 -0.00079603
15 0.56328 0.43543 -0.55836 0.42583 0.087312 -0.0010489 -0.00078558
15.2 0.55943 0.44042 -0.55465 0.4306 0.087312 -0.0010877 -0.00077456
15.4 0.55553 0.44538 -0.5509 0.43533 0.087311 -0.0011264 -0.00076298
15.6 0.55159 0.4503 -0.5471 0.44004 0.087311 -0.0011649 -0.00075084
15.8 0.54761 0.45519 -0.54327 0.4447 0.08731 -0.0012032 -0.00073814
16 0.54358 0.46005 -0.5394 0.44933 0.08731 -0.0012412 -0.00072488
16.2 0.53951 0.46487 -0.5355 0.45393 0.087309 -0.0012791 -0.00071107
16.4 0.53539 0.46966 -0.53155 0.45849 0.087309 -0.0013168 -0.00069672
16.6 0.53123 0.47442 -0.52756 0.46301 0.087308 -0.0013542 -0.00068181
16.8 0.52703 0.47914 -0.52354 0.4675 0.087308 -0.0013914 -0.00066637
17 0.52278 0.48382 -0.51948 0.47195 0.087307 -0.0014284 -0.00065038
17.2 0.51849 0.48847 -0.51539 0.47636 0.087307 -0.0014651 -0.00063386
17.4 0.51416 0.49308 -0.51126 0.48074 0.087306 -0.0015015 -0.00061681
17.6 0.50979 0.49765 -0.50709 0.48508 0.087305 -0.0015377 -0.00059923
17.8 0.50537 0.50219 -0.50288 0.48938 0.087305 -0.0015736 -0.00058113
18 0.50092 0.50669 -0.49864 0.49364 0.087304 -0.0016092 -0.00056251
