0 1 0 0 0 0 0.061707 0.061707
0.2 0.99996 -9.6923e-06 0.0061711 0.00617 -0.00019381 0.061717 0.061694
0.4 0.99985 -3.8779e-05 0.012343 0.012338 -0.00038768 0.061725 0.061683
0.6 0.99966 -8.727e-05 0.018514 0.018505 -0.0005816 0.061731 0.061674
0.8 0.99939 -0.00015516 0.024683 0.02467 -0.00077557 0.061735 0.061668
1 0.99905 -0.00024246 0.030851 0.030833 -0.00096959 0.061737 0.061663
1.2 0.99863 -0.00034913 0.037016 0.036994 -0.0011637 0.061737 0.06166
1.4 0.99813 -0.00047516 0.043177 0.043152 -0.0013578 0.061734 0.06166
1.6 0.99756 -0.00062051 0.049333 0.049309 -0.0015519 0.061729 0.061661
1.8 0.99692 -0.00078514 0.055485 0.055462 -0.0017461 0.061722 0.061664
2 0.9962 -0.00096901 0.06163 0.061613 -0.0019404 0.061713 0.06167
2.2 0.9954 -0.001172 0.067768 0.067761 -0.0021346 0.061702 0.061677
2.4 0.99452 -0.0013942 0.073899 0.073906 -0.0023289 0.061689 0.061686
2.6 0.99357 -0.0016354 0.080021 0.080048 -0.0025233 0.061673 0.061698
2.8 0.99255 -0.0018955 0.086134 0.086187 -0.0027176 0.061655 0.061711
3 0.99145 -0.0021745 0.092236 0.092322 -0.002912 0.061635 0.061727
3.2 0.99027 -0.0024723 0.098328 0.098453 -0.0031064 0.061613 0.061744
3.4 0.98902 -0.0027887 0.10441 0.10458 -0.0033008 0.061589 0.061763
3.6 0.98769 -0.0031236 0.11048 0.1107 -0.0034952 0.061563 0.061785
3.8 0.98629 -0.003477 0.11653 0.11682 -0.0036897 0.061534 0.061808
4 0.98481 -0.0038486 0.12257 0.12294 -0.0038841 0.061503 0.061834
4.2 0.98326 -0.0042384 0.1286 0.12905 -0.0040786 0.06147 0.061861
4.4 0.98163 -0.0046462 0.13461 0.13516 -0.0042731 0.061435 0.06189
4.6 0.97992 -0.0050718 0.1406 0.14126 -0.0044676 0.061398 0.061922
4.8 0.97815 -0.0055151 0.14657 0.14736 -0.004662 0.061358 0.061955
5 0.97629 -0.0059759 0.15253 0.15345 -0.0048565 0.061316 0.06199
5.2 0.97437 -0.006454 0.15847 0.15954 -0.005051 0.061272 0.062027
5.4 0.97237 -0.0069492 0.16439 0.16562 -0.0052454 0.061226 0.062066
5.6 0.97029 -0.0074614 0.17029 0.17169 -0.0054398 0.061178 0.062108
5.8 0.96814 -0.0079903 0.17617 0.17776 -0.0056343 0.061127 0.062151
6 0.96592 -0.0085357 0.18203 0.18383 -0.0058287 0.061075 0.062196
6.2 0.96362 -0.0090974 0.18786 0.18989 -0.006023 0.06102 0.062243
6.4 0.96125 -0.0096752 0.19367 0.19594 -0.0062174 0.060962 0.062292
6.6 0.95881 -0.010269 0.19946 0.20199 -0.0064117 0.060903 0.062342
6.8 0.95629 -0.010878 0.20522 0.20802 -0.006606 0.060841 0.062395
7 0.9537 -0.011503 0.21095 0.21406 -0.0068002 0.060777 0.06245
7.2 0.95104 -0.012142 0.21666 0.22008 -0.0069944 0.060711 0.062507
7.4 0.9483 -0.012797 0.22234 0.2261 -0.0071886 0.060643 0.062565
7.6 0.94549 -0.013466 0.228 0.23211 -0.0073827 0.060572 0.062625
7.8 0.94261 -0.014149 0.23362 0.23812 -0.0075767 0.060499 0.062688
8 0.93966 -0.014846 0.23922 0.24411 -0.0077707 0.060424 0.062752
8.2 0.93664 -0.015557 0.24479 0.2501 -0.0079647 0.060347 0.062818
8.4 0.93354 -0.016281 0.25032 0.25608 -0.0081585 0.060267 0.062886
8.6 0.93037 -0.017018 0.25583 0.26206 -0.0083523 0.060185 0.062955
8.8 0.92713 -0.017768 0.2613 0.26802 -0.0085461 0.060101 0.063027
9 0.92382 -0.018531 0.26674 0.27398 -0.0087397 0.060014 0.0631
9.2 0.92044 -0.019305 0.27214 0.27992 -0.0089333 0.059925 0.063175
9.4 0.91699 -0.020092 0.27751 0.28586 -0.0091267 0.059834 0.063252
9.6 0.91347 -0.020889 0.28285 0.29179 -0.0093201 0.05974 0.063331
9.8 0.90987 -0.021698 0.28815 0.29771 -0.0095134 0.059644 0.063412
10 0.90621 -0.022517 0.29341 0.30362 -0.0097066 0.059546 0.063494
10.2 0.90248 -0.023347 0.29863 0.30952 -0.0098996 0.059446 0.063578
10.4 0.89868 -0.024187 0.30382 0.31541 -0.010093 0.059343 0.063664
10.6 0.89481 -0.025036 0.30897 0.32129 -0.010285 0.059238 0.063752
10.8 0.89087 -0.025894 0.31408 0.32716 -0.010478 0.05913 0.063841
11 0.88686 -0.026761 0.31915 0.33301 -0.010671 0.05902 0.063932
11.2 0.88279 -0.027637 0.32418 0.33886 -0.010863 0.058908 0.064025
11.4 0.87865 -0.02852 0.32917 0.3447 -0.011055 0.058793 0.06412
11.6 0.87443 -0.029411 0.33412 0.35052 -0.011248 0.058676 0.064216
11.8 0.87016 -0.030309 0.33902 0.35633 -0.01144 0.058557 0.064314
12 0.86581 -0.031214 0.34388 0.36213 -0.011631 0.058435 0.064413
12.2 0.8614 -0.032126 0.3487 0.36792 -0.011823 0.058311 0.064515
12.4 0.85692 -0.033043 0.35347 0.3737 -0.012015 0.058184 0.064617
12.6 0.85238 -0.033965 0.3582 0.37946 -0.012206 0.058055 0.064722
12.8 0.84777 -0.034893 0.36288 0.38521 -0.012397 0.057924 0.064828
13 0.84309 -0.035825 0.36752 0.39095 -0.012588 0.05779 0.064935
13.2 0.83835 -0.036761 0.37211 0.39667 -0.012779 0.057653 0.065045
13.4 0.83355 -0.0377 0.37665 0.40238 -0.012969 0.057515 0.065155
13.6 0.82868 -0.038643 0.38114 0.40808 -0.013159 0.057373 0.065268
13.8 0.82375 -0.039588 0.38559 0.41376 -0.01335 0.057229 0.065381
14 0.81875 -0.040536 0.38998 0.41943 -0.013539 0.057083 0.065497
14.2 0.81369 -0.041485 0.39433 0.42508 -0.013729 0.056935 0.065614
14.4 0.80857 -0.042436 0.39863 0.43071 -0.013918 0.056783 0.065732
14.6 0.80338 -0.043387 0.40287 0.43633 -0.014107 0.05663 0.065852
14.8 0.79814 -0.044338 0.40707 0.44194 -0.014296 0.056473 0.065973
15 0.79283 -0.045289 0.41121 0.44753 -0.014485 0.056315 0.066095
15.2 0.78746 -0.046239 0.4153 0.4531 -0.014673 0.056153 0.066219
15.4 0.78203 -0.047188 0.41933 0.45866 -0.014861 0.055989 0.066345
15.6 0.77654 -0.048136 0.42332 0.4642 -0.015049 0.055823 0.066471
15.8 0.77099 -0.04908 0.42725 0.46972 -0.015236 0.055654 0.066599
16 0.76537 -0.050022 0.43112 0.47522 -0.015423 0.055483 0.066729
16.2 0.7597 -0.050961 0.43494 0.48071 -0.01561 0.055309 0.06686
16.4 0.75398 -0.051895 0.4387 0.48617 -0.015796 0.055132 0.066992
16.6 0.74819 -0.052825 0.44241 0.49162 -0.015982 0.054953 0.067125
16.8 0.74235 -0.053751 0.44607 0.49705 -0.016168 0.054771 0.067259
17 0.73644 -0.05467 0.44966 0.50246 -0.016354 0.054587 0.067395
17.2 0.73048 -0.055584 0.4532 0.50785 -0.016538 0.0544 0.067532
17.4 0.72447 -0.05649 0.45668 0.51322 -0.016723 0.05421 0.06767
17.6 0.7184 -0.05739 0.4601 0.51857 -0.016907 0.054018 0.067809
17.8 0.71227 -0.058282 0.46347 0.5239 -0.017091 0.053823 0.06795
18 0.70609 -0.059166 0.46677 0.52921 -0.017274 0.053625 0.068091
18.2 0.69986 -0.06004 0.47002 0.53449 -0.017457 0.053425 0.068234
18.4 0.69357 -0.060906 0.4732 0.53976 -0.01764 0.053223 0.068378
18.6 0.68722 -0.061761 0.47633 0.545 -0.017822 0.053017 0.068522
18.8 0.68083 -0.062606 0.47939 0.55022 -0.018003 0.052809 0.068668
19 0.67438 -0.06344 0.4824 0.55541 -0.018184 0.052598 0.068815
19.2 0.66788 -0.064262 0.48534 0.56059 -0.018365 0.052385 0.068963
