           0            0            0            0
         0.2            0            0  1.36072e-16
         0.4            0            0  1.36072e-16
         0.6            0            0            0
         0.8            0            0            0
           1            0            0            0
         1.2            0            0            0
         1.4            0            0            0
         1.6            0            0            0
         1.8            0            0            0
           2            0            0            0
         2.2            0            0            0
         2.4            0            0            0
         2.6            0 -1.59302e-05    1.703e-06
         2.8            0  -7.1713e-05  7.45433e-06
           3            0 -0.000167349   1.7254e-05
         3.2            0 -0.000358827   3.5709e-05
         3.4            0 -0.000598443  5.77745e-05
         3.6            0 -0.000886196  8.34505e-05
         3.8            0  -0.00127101  0.000114682
           4            0  -0.00170499  0.000147742
         4.2            0  -0.00218814  0.000182632
         4.4            0  -0.00277153  0.000219048
         4.6            0  -0.00340637  0.000255033
         4.8            0  -0.00409267  0.000290588
           5            0  -0.00485589  0.000321355
         5.2            0  -0.00559997  0.000346429
         5.4            0  -0.00632491  0.000365812
         5.6            0  -0.00698284  0.000372972
         5.8            0  -0.00760721  0.000374402
           6            0  -0.00819804  0.000370101
         6.2            0  -0.00872104  0.000355275
         6.4            0  -0.00920947  0.000335752
         6.6            0  -0.00966333  0.000311534
         6.8            0   -0.0100463  0.000279284
           7            0   -0.0103926  0.000243826
         7.2            0   -0.0107023  0.000205158
         7.4            0   -0.0109493  0.000162362
         7.6            0   -0.0111902  0.000118899
         7.8            0    -0.011425  7.47693e-05
           8            0   -0.0116608  2.96853e-05
         8.2            0   -0.0118971 -1.59442e-05
         8.4            0    -0.012134 -6.21192e-05
         8.6            0   -0.0123723 -0.000109519
         8.8            0   -0.0126114 -0.000157598
           9            0   -0.0128513 -0.000206355
         9.2            0   -0.0130932 -0.000256599
         9.4            0   -0.0133361 -0.000307653
         9.6            0   -0.0135802 -0.000359516
         9.8            0   -0.0138268 -0.000416378
          10            0   -0.0140747 -0.000482401
        10.2            0   -0.0143239 -0.000557585
        10.4            0   -0.0145752 -0.000654995
        10.6            0   -0.0148272 -0.000763875
        10.8            0   -0.0150797 -0.000884226
          11            0   -0.0153328  -0.00102824
        11.2            0   -0.0155856  -0.00118446
        11.4            0   -0.0158382  -0.00135288
        11.6            0   -0.0160892  -0.00154643
        11.8            0   -0.0163389  -0.00175292
          12            0   -0.0165873  -0.00197234
        12.2            0   -0.0168314  -0.00221756
        12.4            0   -0.0170716  -0.00247441
        12.6            0   -0.0173082  -0.00274289
        12.8            0   -0.0175355  -0.00303424
          13            0   -0.0177577   -0.0033372
        13.2            0   -0.0179746  -0.00365177
        13.4            0   -0.0181797  -0.00398985
        13.6            0   -0.0183782   -0.0043398
        13.8            0   -0.0185701  -0.00470163
          14            0   -0.0187473  -0.00508739
        14.2            0   -0.0189162  -0.00548518
        14.4            0    -0.019077  -0.00589499
        14.6            0   -0.0192199  -0.00633106
        14.8            0   -0.0193532  -0.00678465
          15            0    -0.019477  -0.00725579
        15.2            0   -0.0204364 -9.32065e-05
        15.4            0   -0.0205593 -0.000546438
        15.6            0   -0.0198456  -0.00861548
        15.8            0   -0.0199757  -0.00904356
          16            0   -0.0200986  -0.00948711
        16.2            0   -0.0202141  -0.00994615
        16.4            0   -0.0203136   -0.0104369
        16.6            0   -0.0204043   -0.0109439
        16.8            0   -0.0204862   -0.0114671
          17            0   -0.0205612   -0.0120067
        17.2            0   -0.0206575   -0.0125207
        17.4            0   -0.0207751   -0.0130093
        17.6            0    -0.020952    -0.013429
        17.8            0   -0.0211611   -0.0138138
          18            0   -0.0214024   -0.0141637
        18.2            0   -0.0217134   -0.0144424
        18.4            0    -0.022062   -0.0146851
        18.6            0   -0.0224483   -0.0148915
        18.8            0   -0.0229156   -0.0150245
          19            0   -0.0234266   -0.0151202
        19.2            0   -0.0239811   -0.0151785
        19.4            0   -0.0246087   -0.0151844
        19.6            0    -0.025233    -0.015211
        19.8            0   -0.0258543   -0.0152582
          20            0    -0.026446   -0.0153712
        20.2            0    -0.027021   -0.0155177
        20.4            0   -0.0275793   -0.0156978
        20.6            0   -0.0281004   -0.0159462
        20.8            0   -0.0286009   -0.0162295
          21            0   -0.0290806   -0.0165475
        21.2            0   -0.0295147   -0.0169365
        21.4            0   -0.0299237   -0.0173615
        21.6            0   -0.0303077   -0.0178225
        21.8            0   -0.0306486   -0.0183459
          22            0   -0.0309902   -0.0188787
        22.2            0   -0.0313325    -0.019421
        22.4            0   -0.0316882   -0.0199714
        22.6            0   -0.0320508   -0.0205261
        22.8            0   -0.0324202   -0.0210851
          23            0    -0.032804   -0.0216527
        23.2            0   -0.0331951   -0.0222248
        23.4            0   -0.0335936   -0.0228013
        23.6            0   -0.0340073   -0.0233868
        23.8            0   -0.0344287   -0.0239769
          24            0   -0.0348578   -0.0245717
        24.2            0   -0.0352793    -0.025194
        24.4            0   -0.0356483   -0.0258669
        24.6            0   -0.0359648   -0.0265902
        24.8            0   -0.0361436    -0.027434
          25            0   -0.0362485   -0.0283385
        25.2            0   -0.0362796   -0.0293038
        25.4            0   -0.0361526   -0.0303917
        25.6            0   -0.0359411   -0.0315414
        25.8            0   -0.0356453    -0.032753
          26            0   -0.0351696   -0.0340891
        26.2            0   -0.0345983    -0.035488
        26.4            0   -0.0339313   -0.0369497
        26.6            0   -0.0331026    -0.038507
        26.8            0   -0.0322726    -0.040051
          27            0   -0.0314415   -0.0415817
        27.2            0   -0.0306527   -0.0430531
        27.4            0   -0.0298875   -0.0444937
        27.6            0   -0.0291459   -0.0459032
        27.8            0   -0.0284565    -0.047248
          28            0    -0.027796   -0.0485588
        28.2            0   -0.0271643   -0.0498356
        28.4            0    -0.026596   -0.0510411
        28.6            0   -0.0260625   -0.0522091
        28.8            0   -0.0255637   -0.0533397
          29            0   -0.0251177   -0.0544027
        29.2            0   -0.0246533    -0.055451
        29.4            0   -0.0241708   -0.0564844
        29.6            0   -0.0236258   -0.0574898
        29.8            0   -0.0230479   -0.0584759
          30            0   -0.0224372   -0.0594429
        30.2            0   -0.0217579   -0.0603602
        30.4            0   -0.0210433   -0.0612468
        30.6            0   -0.0202933   -0.0621027
        30.8            0    -0.019471   -0.0628846
          31            0   -0.0186121   -0.0636232
        31.2            0   -0.0177167   -0.0643184
        31.4            0   -0.0167571   -0.0649259
        31.6            0   -0.0157829   -0.0655056
        31.8            0   -0.0147943   -0.0660576
          32            0   -0.0137845   -0.0665452
        32.2            0   -0.0127644   -0.0669894
        32.4            0   -0.0117339   -0.0673901
        32.6            0   -0.0106847   -0.0676808
        32.8            0  -0.00962804   -0.0679048
          33            0  -0.00856386   -0.0680623
        33.2            0   -0.0074901    -0.068064
        33.4            0   -0.0064151   -0.0679774
        33.6            0  -0.00533887   -0.0678024
        33.8            0  -0.00424825   -0.0673077
          34            0  -0.00311901   -0.0663924
        34.2            0  -0.00195117   -0.0650566
        34.4            0 -0.000721641   -0.0627293
        34.6            0  0.000518061   -0.0599046
        34.8            0   0.00176794   -0.0565825
          35            0   0.00299437   -0.0522904
        35.2            0   0.00418689   -0.0475402
        35.4            0   0.00534552   -0.0423319
        35.6            0   0.00639335    -0.036289
        35.8            0   0.00736593   -0.0298822
          36            0   0.00826325   -0.0231116
        36.2            0   0.00897997   -0.0161218
        36.4            0   0.00961982  -0.00982799
        36.6            0    0.0101828  -0.00423011
        36.8            0    0.0106633 -0.000371478
          37            0    0.0111382   0.00266654
        37.2            0    0.0116075   0.00488394
        37.4            0    0.0121337   0.00558334
        37.6            0    0.0127208   0.00558545
        37.8            0    0.0133689   0.00489025
          38            0    0.0142027   0.00290496
        38.2            0    0.0151625   0.00031009
        38.4            0     0.016248  -0.00289434
        38.6            0    0.0176383  -0.00693766
        38.8            0     0.019162   -0.0107091
          39            0    0.0208191   -0.0142087
        39.2            0    0.0227048   -0.0168724
        39.4            0    0.0246921   -0.0191363
        39.6            0    0.0267809   -0.0210006
        39.8            0    0.0290454   -0.0220773
          40            0    0.0313821   -0.0227571
        40.2            0    0.0337909     -0.02304
        40.4            0    0.0363074   -0.0225102
        40.6            0    0.0388556   -0.0215611
        40.8            0    0.0414357   -0.0201926
          41            0    0.0440129   -0.0181323
        41.2            0     0.046543   -0.0160676
        41.4            0    0.0490258   -0.0139983
        41.6            0    0.0514037   -0.0120948
        41.8            0    0.0537334   -0.0102754
          42            0    0.0560149  -0.00854015
        42.2            0    0.0582077  -0.00697583
        42.4            0    0.0603599  -0.00549859
        42.6            0    0.0624713  -0.00410841
        42.8            0    0.0645083  -0.00289594
          43            0    0.0665113  -0.00177428
        43.2            0    0.0684803 -0.000743447
        43.4            0    0.0703356   0.00011393
        43.6            0    0.0720371  0.000905431
        43.8            0    0.0735848   0.00163106
          44            0    0.0748048   0.00222515
        44.2            0    0.0758802   0.00274773
        44.4            0     0.076811   0.00319878
        44.6            0     0.077494   0.00349609
        44.8            0    0.0780754   0.00371133
          45            0    0.0785553    0.0038445
        45.2            0    0.0788793   0.00380282
        45.4            0    0.0791506   0.00366192
        45.6            0     0.079369    0.0034218
        45.8            0    0.0795034   0.00294217
          46            0    0.0795552    0.0023016
        46.2            0    0.0795243   0.00150011
        46.4            0    0.0793222  0.000327943
        46.6            0    0.0790457  -0.00105122
        46.8            0    0.0786948  -0.00263737
          47            0    0.0782172  -0.00469311
        47.2            0    0.0776871  -0.00701989
        47.4            0    0.0771043  -0.00961772
        47.6            0    0.0764373   -0.0128535
        47.8            0    0.0757382   -0.0164723
          48            0     0.075007   -0.0204742
        48.2            0    0.0742649   -0.0250321
        48.4            0     0.073556   -0.0291449
        48.6            0    0.0728803   -0.0328126
        48.8            0    0.0721054   -0.0350376
          49            0     0.071159   -0.0363957
        49.2            0    0.0700412   -0.0368868
        49.4            0    0.0683019   -0.0352598
        49.6            0    0.0660931   -0.0323382
        49.8            0    0.0634148   -0.0281221
          50            0    0.0594425   -0.0207777
        50.2            0    0.0546326   -0.0115842
        50.4            0    0.0489852 -0.000541548
        50.6            0    0.0414473    0.0140173
        50.8            0    0.0331819    0.0290155
          51            0     0.024189     0.044453
        51.2            0    0.0139085    0.0598448
        51.4            0   0.00300989    0.0750692
        51.6            0  -0.00850678    0.0901262
        51.8            0   -0.0211726     0.104523
          52            0   -0.0343429     0.118407
        52.2            0   -0.0480179     0.131776
        52.4            0   -0.0624933     0.143708
        52.6            0   -0.0772257     0.154707
        52.8            0   -0.0922151     0.164774
          53            0    -0.106777      0.17242
        53.2            0    -0.119698     0.178352
        53.4            0    -0.130979     0.182569
        53.6            0    -0.137773     0.182774
        53.8            0    -0.142164     0.180913
          54            0    -0.144153     0.176986
        54.2            0     -0.14145     0.169205
        54.4            0    -0.136647     0.159795
        54.6            0    -0.129743     0.148755
        54.8            0    -0.119343     0.135193
          55            0    -0.107553     0.120712
        55.2            0   -0.0943711     0.105311
        55.4            0   -0.0797326    0.0892014
        55.6            0   -0.0659905    0.0740944
        55.8            0   -0.0531446    0.0599897
          56            0   -0.0426314    0.0483173
        56.2            0   -0.0331601    0.0377435
        56.4            0    -0.024731    0.0282683
        56.6            0   -0.0181909    0.0208134
        56.8            0   -0.0125252     0.014312
          57            0   -0.0077338   0.00876423
        57.2            0   -0.0045961   0.00506802
        57.4            0  -0.00225374   0.00229213
        57.6            0 -0.000706724  0.000436564
        57.8            0 -0.000451695  0.000126795
          58            0 -0.000324245 -2.72608e-05
        58.2            0 -0.000324374 -2.56037e-05
        58.4            0 -0.000324498 -2.38501e-05
        58.6            0 -0.000324617 -2.20481e-05
        58.8            0 -0.000324732 -2.01978e-05
          59            0 -0.000324836 -1.82508e-05
        59.2            0 -0.000324934 -1.62555e-05
        59.4            0 -0.000325025 -1.42118e-05
        59.6            0   -0.0003251 -1.20716e-05
        59.8            0 -0.000325166 -9.88307e-06
          60            0 -0.000325222 -7.64633e-06
