           0            0            0    -0.707107     0.707107
         0.2  8.66111e-05 -8.66111e-05    -0.707107     0.707107
         0.4 -0.000259833  0.000259833     0.707107    -0.707107
         0.6 -0.000519667  0.000519667     0.707107    -0.707107
         0.8 -0.000952722  0.000952722     0.707106    -0.707106
           1  -0.00147239   0.00147239     0.707105    -0.707105
         1.2  -0.00207866   0.00207866     0.707104    -0.707104
         1.4  -0.00285816   0.00285816     0.707101    -0.707101
         1.6  -0.00372426   0.00372426     0.707097    -0.707097
         1.8  -0.00467697   0.00467697     0.707091    -0.707091
           2  -0.00580288   0.00580288     0.707083    -0.707083
         2.2  -0.00701538   0.00701538     0.707072    -0.707072
         2.4  -0.00831447   0.00831447     0.707058    -0.707058
         2.6  -0.00978531   0.00978817     0.707039    -0.707039
         2.8    0.0113384   -0.0113527    -0.707015     0.707017
           3    0.0129738   -0.0130081    -0.706985      0.70699
         3.2    0.0147651   -0.0148537    -0.706946     0.706957
         3.4    0.0166301   -0.0167986    -0.706898      0.70692
         3.6    0.0185688   -0.0188429    -0.706841     0.706878
         3.8    0.0206461   -0.0210944    -0.706768      0.70683
           4    0.0227885   -0.0234536    -0.706682     0.706775
         4.2    0.0249958   -0.0259206    -0.706582     0.706715
         4.4    0.0273244   -0.0286118    -0.706458     0.706648
         4.6    0.0297092   -0.0314192    -0.706316     0.706575
         4.8    0.0321501   -0.0343427    -0.706154     0.706494
           5    0.0346972   -0.0375051    -0.705958     0.706408
         5.2     0.037299   -0.0407846    -0.705736     0.706315
         5.4    0.0399554   -0.0441809    -0.705487     0.706215
         5.6     0.042728   -0.0478052    -0.705188     0.706115
         5.8    0.0455616   -0.0515394    -0.704854     0.706009
           6    0.0484559   -0.0553833    -0.704482     0.705897
         6.2    0.0514795   -0.0594408    -0.704044      0.70579
         6.4    0.0545705   -0.0636004     -0.70356     0.705677
         6.6    0.0577288   -0.0678621    -0.703029     0.705558
         6.8      0.06103   -0.0723215    -0.702415     0.705449
           7    0.0644055   -0.0768746    -0.701745     0.705334
         7.2    0.0678549   -0.0815211    -0.701017     0.705213
         7.4    0.0714608   -0.0863493     -0.70019     0.705104
         7.6    0.0751443   -0.0912657    -0.699298     0.704986
         7.8    0.0789052   -0.0962696     -0.69834      0.70486
           8    0.0828237    -0.101451    -0.697273      0.70474
         8.2    0.0868194    -0.106718    -0.696133     0.704608
         8.4    0.0908919    -0.112071     -0.69492      0.70446
         8.6    0.0951222    -0.117596    -0.693588     0.704314
         8.8    0.0994292    -0.123205    -0.692176      0.70415
           9     0.103812    -0.128896    -0.690682     0.703965
         9.2     0.108353    -0.134756    -0.689058     0.703775
         9.4      0.11297    -0.140694    -0.687347      0.70356
         9.6     0.117663    -0.146712    -0.685545      0.70332
         9.8     0.122514    -0.152891    -0.683602     0.703067
          10      0.12744    -0.159145    -0.681564     0.702782
        10.2     0.132442    -0.165473     -0.67943     0.702462
        10.4     0.137606    -0.171953    -0.677147     0.702117
        10.6     0.142846      -0.1785    -0.674765      0.70173
        10.8     0.148161    -0.185115     -0.67228     0.701299
          11      0.15364    -0.191871    -0.669642     0.700828
        11.2     0.159195    -0.198689    -0.666898     0.700304
        11.4     0.164826    -0.205566    -0.664047     0.699726
        11.6     0.170623    -0.212574    -0.661038     0.699092
        11.8     0.176494    -0.219636    -0.657917     0.698395
          12     0.182441     -0.22675    -0.654683     0.697631
        12.2     0.188553    -0.233984    -0.651286     0.696797
        12.4      0.19474    -0.241263    -0.647772     0.695888
        12.6     0.200999    -0.248586    -0.644139     0.694903
        12.8     0.207425    -0.256017    -0.640334     0.693832
          13     0.213922    -0.263485    -0.636405     0.692677
        13.2     0.220489    -0.270987    -0.632351     0.691435
        13.4     0.227222    -0.278585    -0.628118     0.690093
        13.6     0.234023    -0.286209    -0.623755     0.688656
        13.8     0.240891    -0.293859    -0.619259     0.687122
          14     0.247922    -0.301591    -0.614577     0.685472
        14.2     0.255018    -0.309339    -0.609759     0.683717
        14.4     0.262176    -0.317103    -0.604803     0.681852
        14.6     0.269493    -0.324934    -0.599653     0.679858
        14.8     0.272749    -0.329171    -0.596372     0.679408
          15      0.27197    -0.329847    -0.595022     0.680574
        15.2     0.283587      -0.3413    -0.587529     0.676685
        15.4     0.291044    -0.349092     -0.58195     0.674361
        15.6     0.294403    -0.353299    -0.578414     0.673754
        15.8      0.29776    -0.357477     -0.57484     0.673133
          16      0.30111    -0.361635    -0.571234     0.672491
        16.2     0.304452     -0.36577    -0.567598     0.671828
        16.4     0.307791    -0.369878    -0.563926     0.671151
        16.6     0.311121    -0.373964    -0.560223     0.670451
        16.8     0.314444    -0.378028    -0.556491     0.669729
          17     0.317762    -0.382064    -0.552726     0.668991
        17.2     0.321071    -0.386078    -0.548932     0.668229
        17.4     0.324372    -0.390071    -0.545112     0.667444
        17.6     0.327668    -0.394035    -0.541263     0.666637
        17.8     0.330955    -0.397977    -0.537391     0.665803
          18     0.334233    -0.401897    -0.533495     0.664944
        18.2     0.337507    -0.405789    -0.529578     0.664057
        18.4     0.340771     -0.40966    -0.525641     0.663141
        18.6     0.344025    -0.413508    -0.521683     0.662197
        18.8     0.347275    -0.417329    -0.517712     0.661219
          19     0.350514     -0.42113    -0.513724     0.660211
        19.2     0.353743    -0.424908    -0.509719      0.65917
        19.4     0.356965    -0.428663    -0.505708     0.658091
        19.6     0.360175    -0.432398    -0.501686     0.656976
        19.8     0.363372    -0.436115    -0.497651     0.655825
          20     0.366556    -0.439818    -0.493621     0.654626
        20.2     0.369722    -0.443508    -0.489583     0.653387
        20.4     0.372871    -0.447185     -0.48554     0.652107
        20.6     0.375998    -0.450859    -0.481511     0.650768
        20.8     0.379103    -0.454527     -0.47748     0.649384
          21     0.382186    -0.458187    -0.473448     0.647954
        21.2     0.385236     -0.46186    -0.469439     0.646456
        21.4     0.388259    -0.465532    -0.465434     0.644907
        21.6     0.391256    -0.469204    -0.461433     0.643309
        21.8     0.394209    -0.472901    -0.457461     0.641633
          22     0.397135    -0.476597    -0.453492     0.639909
        22.2     0.400033    -0.480294    -0.449525     0.638137
        22.4     0.402896    -0.484002    -0.445572     0.636304
        22.6     0.405735    -0.487702    -0.441614     0.634431
        22.8     0.408551    -0.491394     -0.43765      0.63252
          23     0.411341     -0.49508    -0.433686     0.630564
        23.2     0.414114    -0.498749    -0.429708     0.628578
        23.4     0.416868      -0.5024    -0.425717     0.626562
        23.6     0.419609    -0.506027    -0.421711      0.62452
        23.8     0.422338    -0.509626    -0.417685     0.622456
          24     0.425055    -0.513197    -0.413639     0.620371
        24.2     0.427772    -0.516724    -0.409565     0.618275
        24.4      0.43048    -0.520217    -0.405469     0.616162
        24.6     0.433178    -0.523678    -0.401351     0.614032
        24.8     0.435875    -0.527096    -0.397208      0.61189
          25     0.438561    -0.530482    -0.393044     0.609729
        25.2     0.441236    -0.533837    -0.388861     0.607549
        25.4     0.443907    -0.537153    -0.384656     0.605354
        25.6     0.446566    -0.540438    -0.380433     0.603138
        25.8     0.449212    -0.543694    -0.376193     0.600903
          26     0.451851    -0.546914    -0.371934     0.598649
        26.2     0.454475    -0.550107    -0.367658     0.596374
        26.4     0.457086    -0.553272    -0.363367     0.594077
        26.6     0.459686    -0.556404    -0.359061     0.591758
        26.8     0.462273    -0.559508    -0.354744     0.589415
          27     0.464848    -0.562584    -0.350416     0.587048
        27.2     0.467421     -0.56562    -0.346086      0.58465
        27.4     0.469986    -0.568624    -0.341752     0.582224
        27.6     0.472544    -0.571596    -0.337415     0.579769
        27.8     0.475109    -0.574523    -0.333092     0.577274
          28     0.477672    -0.577413    -0.328773     0.574745
        28.2    -0.480232     0.580268      0.32446    -0.572182
        28.4     -0.48281     0.583072     0.320178    -0.569568
        28.6     -0.48539     0.585838      0.31591    -0.566914
        28.8    -0.487972     0.588565     0.311656    -0.564221
          29    -0.490581     0.591238      0.30745    -0.561466
        29.2    -0.493189     0.593875      0.30326    -0.558669
        29.4    -0.495799     0.596476     0.299087     -0.55583
        29.6    -0.498421     0.599036     0.294953    -0.552933
        29.8    -0.501035     0.601567     0.290831    -0.549998
          30    -0.503643      0.60407      0.28672    -0.547024
        30.2    -0.506246     0.606546     0.282637    -0.543998
        30.4    -0.508834        0.609     0.278559    -0.540936
        30.6    -0.511406     0.611432     0.274486     -0.53784
        30.8    -0.513958     0.613852     0.270427    -0.534698
          31    -0.516486     0.616256     0.266366    -0.531526
        31.2     -0.51899     0.618645     0.262303    -0.528324
        31.4    -0.521457     0.621033     0.258239    -0.525084
        31.6    -0.523893     0.623411     0.254168    -0.521817
        31.8      -0.5263     0.625777      0.25009    -0.518524
          32    -0.528662     0.628148     0.246004    -0.515197
        32.2    -0.530991     0.630509     0.241909    -0.511846
        32.4    -0.533287     0.632862     0.237804    -0.508469
        32.6    -0.535532     0.635222     0.233685    -0.505064
        32.8     -0.53774     0.637575     0.229553    -0.501637
          33    -0.539911      0.63992     0.225408    -0.498186
        33.2    -0.542025     0.642277     0.221243    -0.494713
        33.4    -0.544098     0.644628      0.21706    -0.491219
        33.6    -0.546131     0.646973     0.212862    -0.487705
        33.8      -0.5481     0.649333     0.208636    -0.484173
          34    -0.550027     0.651687     0.204393    -0.480622
        34.2     -0.55191     0.654036     0.200132    -0.477052
        34.4    -0.553729     0.656401     0.195846    -0.473462
        34.6    -0.555505      0.65876     0.191544    -0.469851
        34.8    -0.557237     0.661114     0.187226     -0.46622
          35    -0.558903     0.663485     0.182885    -0.462566
        35.2    -0.560525     0.665851     0.178531    -0.458891
        35.4    -0.562102     0.668212     0.174163    -0.455193
        35.6    -0.563613     0.670591     0.169776    -0.451469
        35.8    -0.565077     0.672966     0.165377    -0.447722
          36    -0.566496     0.675336     0.160966    -0.443951
        36.2    -0.567845     0.677727     0.156539    -0.440151
        36.4    -0.569146     0.680115     0.152096    -0.436329
        36.6    -0.570397       0.6825     0.147639    -0.432487
        36.8    -0.571567     0.684907     0.143149    -0.428628
          37    -0.572684     0.687311     0.138636    -0.424756
        37.2    -0.573745     0.689712     0.134099     -0.42087
        37.4    -0.574715     0.692137     0.129511    -0.416985
        37.6    -0.575625     0.694558      0.12489    -0.413095
        37.8    -0.576475     0.696976     0.120235      -0.4092
          38    -0.577224     0.699415     0.115509    -0.405325
        38.2    -0.577907      0.70185      0.11074    -0.401456
        38.4    -0.578524      0.70428     0.105927    -0.397592
        38.6    -0.579031     0.706729     0.101023    -0.393767
        38.8     -0.57947      0.70917     0.096072    -0.389953
          39     -0.57984     0.711603    0.0910733     -0.38615
        39.2    -0.580102     0.714052    0.0859867    -0.382384
        39.4    -0.580296     0.716491    0.0808554    -0.378628
        39.6    -0.580422     0.718921    0.0756797     -0.37488
        39.8     -0.58044     0.721363     0.070422    -0.371167
          40    -0.580391     0.723794    0.0651232    -0.367461
        40.2    -0.580274     0.726213    0.0597834    -0.363761
        40.4     -0.58005     0.728643    0.0543683     -0.36009
        40.6    -0.579759      0.73106    0.0489161    -0.356423
        40.8      -0.5794     0.733464    0.0434268     -0.35276
          41    -0.578935     0.735877    0.0378692     -0.34912
        41.2    -0.578402     0.738275     0.032277    -0.345483
        41.4    -0.577802     0.740658    0.0266504    -0.341848
        41.6    -0.577097     0.743045    0.0209574    -0.338237
        41.8    -0.576325     0.745413     0.015231    -0.334629
          42    -0.575486     0.747763   0.00947148    -0.331025
        42.2    -0.574542     0.750111   0.00364729    -0.327445
        42.4    -0.573532     0.752439  -0.00220886     -0.32387
        42.6    -0.572455     0.754744  -0.00809666    -0.320298
        42.8    -0.571276     0.757044   -0.0140469    -0.316752
          43    -0.570029     0.759319   -0.0200274     -0.31321
        43.2    -0.568716     0.761569   -0.0260378    -0.309672
        43.4    -0.567299     0.763811   -0.0321093    -0.306161
        43.6    -0.565811     0.766027   -0.0382132    -0.302656
        43.8    -0.564251     0.768217   -0.0443489    -0.299159
          44    -0.562573       0.7704   -0.0505572      -0.2957
        44.2    -0.560816     0.772559   -0.0568039    -0.292254
        44.4    -0.558977     0.774691   -0.0630886    -0.288821
        44.6    -0.557004     0.776818   -0.0694595     -0.28544
        44.8    -0.554941     0.778919   -0.0758752     -0.28208
          45    -0.552789     0.780992    -0.082335    -0.278741
        45.2     -0.55045      0.78307   -0.0887993    -0.275537
        45.4    -0.547981     0.785132   -0.0952179    -0.272428
        45.6    -0.545382      0.78718    -0.101591    -0.269417
        45.8    -0.542551     0.789249    -0.107881    -0.266619
          46    -0.539589     0.791306    -0.114126    -0.263921
        46.2    -0.536494     0.793352    -0.120325    -0.261321
        46.4    -0.533171     0.795421    -0.126437    -0.258935
        46.6    -0.529718      0.79748      -0.1325    -0.256647
        46.8    -0.526136     0.799529    -0.138514    -0.254457
          47    -0.522329     0.801603    -0.144432    -0.252476
        47.2    -0.518395     0.803668    -0.150297     -0.25059
        47.4    -0.514335     0.805723    -0.156108    -0.248799
        47.6    -0.510053     0.807805    -0.161816     -0.24721
        47.8    -0.505649     0.809877    -0.167464    -0.245713
          48     -0.50112     0.811939    -0.173052    -0.244307
        48.2    -0.496377     0.814029    -0.178527    -0.243094
        48.4    -0.491513     0.816108    -0.183937    -0.241969
        48.6    -0.486528     0.818177    -0.189283    -0.240932
        48.8    -0.481331     0.820273    -0.194506    -0.240081
          49    -0.476015     0.822358    -0.199661    -0.239315
        49.2     -0.47058     0.824432    -0.204747    -0.238632
        49.4    -0.464936     0.826532    -0.209702    -0.238128
        49.6    -0.459176     0.828619    -0.214583    -0.237704
        49.8    -0.453298     0.830692    -0.219389     -0.23736
          50    -0.447216     0.832791    -0.224056    -0.237184
        50.2    -0.441019     0.834875    -0.228644    -0.237083
        50.4    -0.434708     0.836943    -0.233151    -0.237056
        50.6    -0.428209      0.83903    -0.237504    -0.237188
        50.8    -0.421632     0.841084    -0.241761    -0.237393
          51    -0.414979     0.843106     -0.24592    -0.237671
        51.2    -0.408277      0.84509    -0.249871    -0.238111
        51.4     -0.40158     0.847012    -0.253694    -0.238628
        51.6     -0.39489     0.848874    -0.257389    -0.239221
        51.8    -0.388325      0.85064    -0.260812    -0.239985
          52     -0.38186      0.85232    -0.264074    -0.240831
        52.2    -0.375495     0.853917    -0.267176    -0.241758
        52.4    -0.369449     0.855369    -0.269939    -0.242868
        52.6    -0.363604     0.856716    -0.272509    -0.244068
        52.8    -0.357961     0.857963    -0.274887     -0.24536
          53    -0.352803     0.859032    -0.276873    -0.246853
        53.2    -0.347836     0.860013    -0.278676    -0.248451
        53.4    -0.343064     0.860908    -0.280298    -0.250155
        53.6    -0.338558     0.861695    -0.281618    -0.252093
        53.8    -0.334112     0.862435    -0.282811    -0.254153
          54    -0.329726     0.863127    -0.283876    -0.256333
        54.2    -0.325326      0.86378    -0.284748    -0.258777
        54.4    -0.320841     0.864417    -0.285549    -0.261355
        54.6     -0.31627     0.865037    -0.286277    -0.264065
        54.8    -0.311385     0.865676    -0.286924    -0.267058
          55     -0.30626     0.866323    -0.287553    -0.270189
        55.2    -0.300893     0.866975    -0.288164    -0.273458
        55.4    -0.294936     0.867688    -0.288789    -0.277003
        55.6    -0.288689      0.86841    -0.289402    -0.280658
        55.8     -0.28215     0.869134    -0.290002    -0.284422
          56    -0.275106     0.869906    -0.290555    -0.288369
        56.2    -0.267832     0.870671    -0.291057    -0.292375
        56.4    -0.260327     0.871424    -0.291507    -0.296436
        56.6    -0.252443     0.872211    -0.291837    -0.300584
        56.8     -0.24439     0.872981    -0.292081    -0.304741
          57    -0.236169     0.873728    -0.292235    -0.308905
        57.2    -0.227693     0.874505    -0.292208    -0.313067
        57.4    -0.219108     0.875259    -0.292061    -0.317196
        57.6    -0.210417     0.875987    -0.291796    -0.321289
        57.8    -0.201577     0.876746    -0.291299    -0.325312
          58    -0.192657      0.87748    -0.290671    -0.329276
        58.2    -0.183657     0.878187    -0.289911    -0.333182
        58.4    -0.174516     0.878925    -0.288916    -0.336992
        58.6    -0.165293     0.879634     -0.28779    -0.340732
        58.8    -0.155991     0.880315    -0.286533    -0.344401
          59    -0.146544     0.881024    -0.285044    -0.347953
        59.2    -0.137017     0.881703    -0.283423    -0.351422
        59.4     -0.12741     0.882348    -0.281673    -0.354808
        59.6    -0.117659     0.883021    -0.279692    -0.358055
        59.8    -0.107828     0.883658    -0.277581    -0.361206
          60   -0.0979181     0.884259     -0.27534    -0.364262
