        0.0000        0.0000        0.0000        0.0000
        0.2000        0.0000        0.0000       -0.2041
        0.4000        0.0000        0.0000        0.0000
        0.6000        0.0000        0.0000       -0.0000
        0.8000        0.0000        0.0000        0.0000
        1.0000        0.0000        0.0000       -0.0000
        1.2000        0.0000        0.0000        0.0000
        1.4000        0.0000        0.0000        0.0000
        1.6000        0.0000        0.0000        0.0000
        1.8000        0.0000        0.0000       -0.0000
        2.0000        0.0000        0.0000        0.0000
        2.2000        0.0000        0.0000        0.0000
        2.4000        0.0000        0.0000        0.0000
        2.6000        0.0000        0.0000        0.0000
        2.8000        0.0000        0.0000        0.0000
        3.0000        0.0000        0.0000       -0.0000
        3.2000        0.0000        0.0000        0.0000
        3.4000        0.0000        0.0000       -0.0000
        3.6000        0.0000        0.0000        0.0000
        3.8000        0.0000        0.0000        0.0000
        4.0000        0.0000        0.0000       -0.0000
        4.2000        0.0000        0.0000        0.0000
        4.4000        0.0000        0.0000       -0.0000
        4.6000        0.0000        0.0000        0.0000
        4.8000        0.0000        0.0000        0.0000
        5.0000        0.0000        0.0000        0.0000
        5.2000        0.0000        0.0000       -0.0000
        5.4000        0.0000        0.0000        0.0000
        5.6000        0.0000        0.0000       -0.0000
        5.8000        0.0000        0.0000        0.0000
        6.0000        0.0000        0.0000        0.0000
        6.2000        0.0000        0.0000        0.0000
        6.4000        0.0000        0.0000        0.0000
        6.6000        0.0000        0.0000       -0.0000
        6.8000        0.0000        0.0000        0.0000
        7.0000        0.0000        0.0000       -0.0000
        7.2000        0.0000        0.0000        0.0000
        7.4000        0.0000        0.0000        0.0000
        7.6000        0.0000        0.0000        0.0000
        7.8000        0.0000        0.0000       -0.0000
        8.0000        0.0000        0.0000        0.0000
        8.2000        0.0000        0.0000        0.0000
        8.4000        0.0000        0.0000        0.0000
        8.6000        0.0000        0.0000        0.0000
        8.8000        0.0000        0.0000       -0.0000
        9.0000        0.0000        0.0000        0.0000
        9.2000        0.0000        0.0000       -0.0000
        9.4000        0.0000        0.0000        0.0000
        9.6000        0.0000        0.0000       -0.0000
        9.8000        0.0000        0.0000        0.0000
       10.0000        0.0000        0.0000        0.2041
       10.2000        0.0000       -0.1020        0.2041
       10.4000        0.0000        0.0000        0.0000
       10.6000        0.0000       -0.0000       -0.0000
       10.8000        0.0000        0.0000        0.0000
       11.0000        0.0000       -0.0000       -0.0000
       11.2000        0.0000        0.0000        0.0000
       11.4000        0.0000        0.0000       -0.0000
       11.6000        0.0000        0.0000        0.0000
       11.8000        0.0000       -0.0000       -0.0000
       12.0000        0.0000        0.0000        0.0000
       12.2000        0.0000        0.0000        0.0000
       12.4000        0.0000        0.0000       -0.0000
       12.6000        0.0000        0.0000        0.0000
       12.8000        0.0000        0.0000       -0.0000
       13.0000        0.0000       -0.0000        0.0000
       13.2000        0.0000        0.0000       -0.0000
       13.4000        0.0000       -0.0000        0.0000
       13.6000        0.0000        0.0000       -0.0000
       13.8000        0.0000        0.0000        0.0000
       14.0000        0.0000       -0.0000        0.0000
       14.2000        0.0000        0.0000        0.0000
       14.4000        0.0000       -0.0000        0.0000
       14.6000        0.0000        0.0000       -0.0000
       14.8000        0.0000        0.0000        0.0000
       15.0000        0.0000        0.0000        0.0000
       15.2000        0.0000       -0.0000        0.0000
       15.4000        0.0000        0.0000       -0.0000
       15.6000        0.0000       -0.0000        0.0000
       15.8000        0.0000        0.0000        0.0000
       16.0000        0.0000        0.0000        0.0000
       16.2000        0.0000        0.0000        0.0000
       16.4000        0.0000        0.0000       -0.0000
       16.6000        0.0000       -0.0000        0.0000
       16.8000        0.0000        0.0000       -0.0000
       17.0000        0.0000       -0.0000        0.0000
       17.2000        0.0000        0.0000       -0.0000
       17.4000        0.0000        0.0000       -0.0000
       17.6000        0.0000        0.0000        0.0000
       17.8000        0.0000       -0.0000        0.0000
       18.0000        0.0000        0.0000        0.0000
       18.2000        0.0000        0.0000       -0.0000
       18.4000        0.0000        0.0000       -0.0000
       18.6000        0.0000        0.0000        0.0000
       18.8000        0.0000       -0.0000        0.0000
       19.0000        0.0000        0.0000        0.0000
       19.2000        0.0000       -0.0000        0.0000
       19.4000        0.0000        0.0000       -0.0000
       19.6000        0.0000       -0.0000        0.0000
       19.8000        0.0000        0.0000        0.0000
       20.0000        0.0000        0.1020       -0.2041
       20.2000        0.0000       -0.1020       -0.2041
       20.4000        0.0000        0.0000        0.0000
       20.6000        0.0000       -0.0000       -0.0000
       20.8000        0.0000        0.0000        0.0000
       21.0000        0.0000       -0.0000       -0.0000
       21.2000        0.0000        0.0000        0.0000
       21.4000        0.0000       -0.0000        0.0000
       21.6000        0.0000        0.0000        0.0000
       21.8000        0.0000        0.0000       -0.0000
       22.0000        0.0000       -0.0000        0.0000
       22.2000        0.0000        0.0000        0.0000
       22.4000        0.0000       -0.0000        0.0000
       22.6000        0.0000        0.0000        0.0000
       22.8000        0.0000       -0.0000        0.0000
       23.0000        0.0000        0.0000       -0.0000
       23.2000        0.0000        0.0000        0.0000
       23.4000        0.0000        0.0000       -0.0000
